###################
#reaction energy barriers, Ea/K

H DCO HDCO 0.0
D HCO HDCO 0.0
D DCO D2CO 0.0

H HCS H2CS 0.0
H DCS HDCS 0.0
D HCS HDCS 0.0
D DCS D2CS 0.0



H HOC CHOH 0.0
H DOC CDOH 0.0
H DOC CHOD 0.0
D HOC CDOH 0.0
D HOC CHOD 0.0
D DOC CDOD 0.0

H HS H2S 0.0
H DS HDS 0.0
D HS HDS 0.0
D DS D2S 0.0

H Mg MgH 0.0
H MgH MgH2 0.0

H N NH 0.0
D N ND 0.0


H N2HD HD N2 H 650.0
H N2D2 HD N2 D 650.0
D N2H2 HD N2 H 650.0
D N2HD HD N2 D 650.0

H Na NaH 0.0

H NH NH2 0.0
H ND NHD 0.0
D NH NHD 0.0
D ND ND2 0.0

H NH2 NH3 0.0
H NHD NH2D 0.0
H ND2 NHD2 0.0
D NH2 NH2D 0.0
D NHD NHD2 0.0
D ND2 ND3 0.0

H NO HNO 0.0
D NO DNO 0.0
#H O CO CO2 H 0.0
#D O CO CO2 D 0.0
H O OH 0.0
D O OD 0.0

H O2 O2H 1200
D O2 O2D 1200

H O2H HOOH 0.0
H O2D HOOD 0.0
D O2H HOOD 0.0
D O2D DOOD 0.0

H O3 O2 OH 450.0
D O3 O2 OD 450.0

H HNCO NH2 CO 2300
D HNCO NHD CO 2300
H DNCO NHD CO 2300
D DNCO ND2 CO 2300

H HNCO NH2CO 1390
D HNCO NHDCO 1390
H DNCO NHDCO 1390
D DNCO ND2CO 1390

OH HNCO H2O OCN 1290
OD HNCO HDO OCN 1290
OH DNCO HDO OCN 1290
OD DNCO D2O OCN 1290

H OCN HNCO 0.0
D OCN DNCO 0.0

H OCS CO HS 0.0
D OCS CO DS 0.0

H OH H2O 0.0
H OD HDO 0.0
D OH HDO 0.0
D OD D2O 0.0

H S HS 0.0
D S DS 0.0

H SiH SiH2 0.0
H SiH2 SiH3 0.0
H SiH3 SiH4 0.0


H SO2 O2 HS 0.0
D SO2 O2 DS 0.0

HD C CHD 2500.0

HD C2 CCH D 4200.0
HD C2 CCD H 4200.0

HD CCH C2H2 D 4200.0
HD CCH C2HD H 4200.0
HD CCD C2HD D 4200.0
HD CCD C2D2 H 4200.0

HD C3 C3H D 4200.0
HD C3 C3D H 4200.0

HD C3H C3H2 D 4200.0
HD C3H C3HD H 4200.0
HD C3D C3HD D 4200.0
HD C3D C3D2 H 4200.0

HD CH2 CH3 D 3530.0
HD CH2 CH2D H 3530.0
HD CHD CH2D D 3530.0
HD CHD CHD2 H 3530.0
HD CD2 CD3 H 3530.0
HD CD2 CHD2 D 3530.0

HD CH3 CH4 D 6440.0
HD CH3 CH3D H 6440.0
HD CD3 CHD3 D 6440.0
HD CH2D CH3D D 6440.0
HD CH2D CH2D2 H 6440.0
HD CHD2 CHD3 H 6440.0
HD CHD2 CH2D2 D 6440.0

HD CN HCN D 2070.0
HD CN DCN H 2070.0

HD NH2 NH3 D 6300.0
HD NH2 NH2D H 6300.0
HD NHD NH2D D 6300.0
HD NHD NHD2 H 6300.0
HD ND2 ND3 H 6300.0
HD ND2 NHD2 D 6300.0

HD OH H2O D 2100.0
HD OH HDO H 2100.0
HD OD HDO D 2100.0
HD OD D2O H 2100.0

HCO CH2OH HCOOCH3 0.0
HCO CHDOH DCOOCH3 0.0
HCO CHDOH HCOOCH2D 0.0
HCO CH2OD DCOOCH3 0.0
HCO CH2OD HCOOCH2D 0.0
HCO CD2OH HCOOCHD2 0.0
HCO CD2OH DCOOCH2D 0.0
HCO CHDOD HCOOCHD2 0.0
HCO CHDOD DCOOCH2D 0.0
HCO CD2OD HCOOCD3 0.0
HCO CD2OD DCOOCHD2 0.0
DCO CH2OH DCOOCH3 0.0
DCO CH2OH HCOOCH2D 0.0
DCO CHDOH HCOOCHD2 0.0
DCO CHDOH DCOOCH2D 0.0
DCO CH2OD HCOOCHD2 0.0
DCO CH2OD DCOOCH2D 0.0
DCO CD2OH HCOOCD3 0.0
DCO CD2OH DCOOCHD2 0.0
DCO CHDOD HCOOCD3 0.0
DCO CHDOD DCOOCHD2 0.0

HCO CH3O HCOOCH3 0.0
HCO CH2DO DCOOCH3 0.0
HCO CH2DO HCOOCH2D 0.0
HCO CHD2O HCOOCHD2 0.0
HCO CHD2O DCOOCH2D 0.0
HCO CD3O HCOOCD3 0.0
HCO CD3O DCOOCHD2 0.0
DCO CH3O DCOOCH3 0.0
DCO CH3O HCOOCH2D 0.0
DCO CH2DO HCOOCHD2 0.0
DCO CH2DO DCOOCH2D 0.0
DCO CHD2O HCOOCD3 0.0
DCO CHD2O DCOOCHD2 0.0

N C2 CCN 0.0
N C3 C3N 0.0

N C3H HC3N 0.0
N C3D DC3N 0.0

N CH HCN 0.0
N CD DCN 0.0

N CH2 H2CN 0.0
N CHD HDCN 0.0
N CD2 D2CN 0.0

N CH3 CH2NH 0.0
N CD3 CD2ND 0.0
N CH2D CHDNH 0.0
N CH2D CH2ND 0.0
N CHD2 CD2NH 0.0
N CHD2 CHDND 0.0

N HS NS H 0.0
N DS NS D 0.0
N N N2 0.0

N NH N2 H 0.0
N ND N2 D 0.0

N NH2 N2H2 0.0
N NHD N2HD 0.0
N ND2 N2D2 0.0

N NO N2 O 0.0
N NS N2 S 0.0
N O NO 0.0
N O2H O2 NH 0.0
N O2D O2 ND 0.0
N S NS 0.0

